currency,asset,strategy,profit[%],profit-market,profit/day[%],market change[%],trades/day,wins[%],best win,median wins,worst loss,median losses,avg HODL[min],candleSize,historySize,days,cur CMC rank,cur marketcap,open price,close,low,high,avg price,volatility,volume/day,cur CMC volume,overall trades/day,dataset from,to,strategy settings,note
EUR,ETH,tulip-cci-daily,12583.00,6668.65,23.61,5914.35,0.02,83.33,480.07,214.17,-2.92,-2.92,66470,1440,30,533,2,47039467657,7.74099,465.57,7.63923,1497.09,320.91152682,78.8,99037,1641020000,20144,2017-01-02 00:00:00,2018-06-20 00:00:00,[cci] [cci.parameters] optInTimePeriod = 20 [cci.thresholds] down = -20 up = 56,first run
